time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
312773474,0.1083,0.6894,-9.7421,0.0128,-0.0384,0.0911,0.0000,0.0000,0.0000
312783314,0.1091,0.6862,-9.7278,-0.0157,0.0785,0.1022,0.0000,0.0000,0.0000
312793481,0.1204,0.6910,-9.7302,-0.0505,0.0367,0.1139,0.0000,0.0000,0.0000
312803480,0.1316,0.7022,-9.7381,-0.0446,-0.0012,0.0714,0.0000,0.0000,0.0000
312813482,0.1316,0.7070,-9.7286,-0.0212,-0.0503,0.0955,0.0000,0.0000,0.0000
312823377,0.1220,0.6998,-9.7310,-0.0213,-0.1574,0.1259,0.0000,0.0000,0.0000
312833480,0.1051,0.6982,-9.7413,-0.0098,-0.1274,0.1321,0.0000,0.0000,0.0000
312843550,0.0931,0.6958,-9.7357,0.0077,0.0153,0.1200,0.0000,0.0000,0.0000
312853312,0.1083,0.6870,-9.7294,-0.0218,0.0899,0.0193,0.0000,0.0000,0.0000
312863388,0.1404,0.6966,-9.7326,-0.0445,0.0847,-0.0215,0.0000,0.0000,0.0000
312873312,0.1461,0.7102,-9.7294,-0.0272,-0.0732,0.1026,0.0000,0.0000,0.0000
312883553,0.1147,0.7118,-9.7310,0.0073,-0.1985,0.1683,0.0000,0.0000,0.0000
312893478,0.0987,0.6982,-9.7341,0.0016,-0.0979,0.1621,0.0000,0.0000,0.0000
312903384,0.1172,0.6854,-9.7357,-0.0157,-0.0199,0.0241,0.0000,0.0000,0.0000
312913305,0.1244,0.6942,-9.7445,-0.0213,-0.0323,-0.0853,0.0000,0.0000,0.0000
312923380,0.1196,0.7006,-9.7310,-0.0159,-0.0445,0.0245,0.0000,0.0000,0.0000
312933304,0.1164,0.7030,-9.7294,0.0016,-0.0979,0.1321,0.0000,0.0000,0.0000
312943549,0.1115,0.7078,-9.7357,-0.0044,-0.0859,0.0783,0.0000,0.0000,0.0000
312953482,0.1163,0.7070,-9.7302,0.0073,-0.0313,0.0132,0.0000,0.0000,0.0000
312963582,0.1244,0.6918,-9.7294,0.0021,-0.0681,0.0733,0.0000,0.0000,0.0000
312973308,0.1220,0.6886,-9.7342,-0.0206,-0.0675,0.1267,0.0000,0.0000,0.0000
312983389,0.1276,0.6958,-9.7302,-0.0447,-0.0675,0.1135,0.0000,0.0000,0.0000
312993486,0.1172,0.7014,-9.7365,-0.0566,-0.0979,0.0476,0.0000,0.0000,0.0000
313003315,0.1099,0.7014,-9.7342,-0.0273,-0.0740,0.0311,0.0000,0.0000,0.0000
